Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
id-rather-be-in-the-underdark-t-shirt-d-d-inspired-casual-tee-fantasy-rpg-gamer-apparel,,,,,,,,,Black,,XL,,,17299769668103726706,100.017117585,,deny,printify,19.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/5931863131784248159_2048.jpg?v=1704444557,lb,,9.59,,,,,,,
id-rather-be-in-the-underdark-t-shirt-d-d-inspired-casual-tee-fantasy-rpg-gamer-apparel,,,,,,,,,Heather Navy,,XL,,,52293219103328868492,100.017117585,,deny,printify,19.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/9811573704002332426_2048.jpg?v=1704444554,lb,,9.59,,,,,,,
id-rather-be-in-the-underdark-t-shirt-d-d-inspired-casual-tee-fantasy-rpg-gamer-apparel,,,,,,,,,Sport Grey,,2XL,,,47909451299316777087,100.017117585,,deny,printify,21.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/8233656280977454489_2048.jpg?v=1704444556,lb,,10.96,,,,,,,
id-rather-be-in-the-underdark-t-shirt-d-d-inspired-casual-tee-fantasy-rpg-gamer-apparel,,,,,,,,,Black,,2XL,,,31864905986304174507,100.017117585,,deny,printify,21.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/5931863131784248159_2048.jpg?v=1704444557,lb,,10.96,,,,,,,
id-rather-be-in-the-underdark-t-shirt-d-d-inspired-casual-tee-fantasy-rpg-gamer-apparel,,,,,,,,,Heather Navy,,2XL,,,21974202009219100326,100.017117585,,deny,printify,21.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/9811573704002332426_2048.jpg?v=1704444554,lb,,10.96,,,,,,,
id-rather-be-in-the-underdark-t-shirt-d-d-inspired-casual-tee-fantasy-rpg-gamer-apparel,,,,,,,,,Sport Grey,,3XL,,,15066876437841039903,100.017117585,,deny,printify,24.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/8233656280977454489_2048.jpg?v=1704444556,lb,,12.12,,,,,,,
id-rather-be-in-the-underdark-t-shirt-d-d-inspired-casual-tee-fantasy-rpg-gamer-apparel,,,,,,,,,Black,,3XL,,,57665557390937258617,100.017117585,,deny,printify,24.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/5931863131784248159_2048.jpg?v=1704444557,lb,,12.12,,,,,,,
id-rather-be-in-the-underdark-t-shirt-d-d-inspired-casual-tee-fantasy-rpg-gamer-apparel,,,,,,,,,Heather Navy,,3XL,,,15534224873982141907,100.017117585,,deny,printify,24.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/9811573704002332426_2048.jpg?v=1704444554,lb,,12.12,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,Level 3 Exhaustion Coffee House Tee | D&D Inspired Casual Wear | Comfy RPG T-Shirt,"<p>Embrace the grind with our 'Level 3 Exhaustion Coffee House' tee. This D&amp;D inspired shirt humorously captures the spirit of a true adventurer... or any coffee lover battling their daily tasks. Made from soft, breathable fabric, this tee offers optimum comfort for everyday wear, be it at home, at a game night, or even at your favorite coffee house. Add a pinch of fantasy humor to your wardrobe with this unique tee! The unisex soft-style t-shirt puts a new spin on casual comfort. Made from very soft materials, this tee is 100% cotton for solid colors. Heather colors and sports grey include polyester. The shoulders have twill tape for improved durability. There are no side seams. The collar is made with ribbed knitting to prevent curling damage.</p>
<p>.: 100% ring-spun cotton (fiber content may vary for different colors)</p>
<p>.: Light fabric (4.5 oz/yd² (153 g/m²))</p>
<p>.: Eurofit</p>
<p>.: Tear-away label</p>
<p>.: Runs true to size</p>
<p> </p>
<table id=""size-guide"" style=""min-width: 360px;"">
<thead>
<tr>
<th style=""padding: 10px;""> </th>
<th style=""color: #000000; font-weight: 500; text-align: left; font-size: 15px; padding: 10px;"">S</th>
<th style=""color: #000000; font-weight: 500; text-align: left; font-size: 15px; padding: 10px;"">M</th>
<th style=""color: #000000; font-weight: 500; text-align: left; font-size: 15px; padding: 10px;"">L</th>
<th style=""color: #000000; font-weight: 500; text-align: left; font-size: 15px; padding: 10px;"">XL</th>
<th style=""color: #000000; font-weight: 500; text-align: left; font-size: 15px; padding: 10px;"">2XL</th>
<th style=""color: #000000; font-weight: 500; text-align: left; font-size: 15px; padding: 10px;"">3XL</th>
</tr>
</thead>
<tbody>
<tr>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">Width, cm</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">45.72</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">50.80</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">55.88</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">60.96</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">66.04</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">71.12</td>
</tr>
<tr>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">Length, cm</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">71.12</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">73.66</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">76.20</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">78.74</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">81.28</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">83.82</td>
</tr>
<tr>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">Sleeve length, cm</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">20.90</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">21.60</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">22.20</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">22.90</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">23.50</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">24.10</td>
</tr>
</tbody>
</table>
<p> </p>",Printify,,T-Shirt,"Cotton, Crew neck, d&d, d&d gift, DTG, dungeons and dragons, dungeons and dragons t-shirt, Men's Clothing, Regular fit, T-shirts, Women's Clothing",true,Color,Sport Grey,Size,S,,,26196145776769773992,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14366022149648986967_2048.jpg?v=1704440867,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14366022149648986967_2048.jpg?v=1704440867,lb,,9.59,true,,,true,,,active
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,White,,S,,,15190924878183345646,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/10229302500362746198_2048.jpg?v=1704440869,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/10229302500362746198_2048.jpg?v=1704440869,lb,,9.59,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,Black,,S,,,61129792510582213804,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/10657908959296508992_2048.jpg?v=1704440870,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/10657908959296508992_2048.jpg?v=1704440870,lb,,9.59,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,Sport Grey,,M,,,19900335403771037293,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/18156672094618379403_2048.jpg?v=1704440871,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14366022149648986967_2048.jpg?v=1704440867,lb,,9.59,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,White,,M,,,27997189228638143926,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/8481393347949128096_2048.jpg?v=1704440872,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/10229302500362746198_2048.jpg?v=1704440869,lb,,9.59,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,Black,,M,,,23188126439945685040,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/1239327963617949403_2048.jpg?v=1704440874,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/10657908959296508992_2048.jpg?v=1704440870,lb,,9.59,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,Sport Grey,,L,,,46297726518967741438,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/10769953904973089744_2048.jpg?v=1704440875,7,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14366022149648986967_2048.jpg?v=1704440867,lb,,9.59,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,White,,L,,,21337365402794371345,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/15011714897582830336_2048.jpg?v=1704440876,8,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/10229302500362746198_2048.jpg?v=1704440869,lb,,9.59,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,Black,,L,,,55488219335430677196,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/17360945154271827590_2048.jpg?v=1704440877,9,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/10657908959296508992_2048.jpg?v=1704440870,lb,,9.59,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,Sport Grey,,XL,,,28647238354210615767,100.017117585,,deny,printify,19.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14366022149648986967_2048.jpg?v=1704440867,lb,,9.59,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,White,,XL,,,11944340659394440716,100.017117585,,deny,printify,19.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/10229302500362746198_2048.jpg?v=1704440869,lb,,9.59,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,Black,,XL,,,14151194577765109803,100.017117585,,deny,printify,19.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/10657908959296508992_2048.jpg?v=1704440870,lb,,9.59,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,Sport Grey,,2XL,,,15049236440453323693,100.017117585,,deny,printify,21.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14366022149648986967_2048.jpg?v=1704440867,lb,,10.96,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,White,,2XL,,,95053523427385444749,100.017117585,,deny,printify,21.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/10229302500362746198_2048.jpg?v=1704440869,lb,,10.96,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,Black,,2XL,,,35576629211609763225,100.017117585,,deny,printify,21.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/10657908959296508992_2048.jpg?v=1704440870,lb,,10.96,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,Sport Grey,,3XL,,,98139341182190923722,100.017117585,,deny,printify,24.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14366022149648986967_2048.jpg?v=1704440867,lb,,12.12,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,White,,3XL,,,31859071389081808783,100.017117585,,deny,printify,24.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/10229302500362746198_2048.jpg?v=1704440869,lb,,12.12,,,,,,,
level-3-exhaustion-coffee-house-tee-d-d-inspired-casual-wear-comfy-rpg-t-shirt,,,,,,,,,Black,,3XL,,,12482161209469868910,100.017117585,,deny,printify,24.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/10657908959296508992_2048.jpg?v=1704440870,lb,,12.12,,,,,,,
level-3-exhaustion-color-changing-mug-magic-for-mornings,Level 3 Exhaustion Color-Changing Mug - Magic for Mornings,"<p>Start your day with a touch of magic with our Level 3 Exhaustion Color-Changing Mug. As you pour in your hot beverage, watch as the mug morphs from a solid color to reveal the words ""Level 3 Exhaustion"" paired with a vibrant design. This mug adds a fun, interactive element to your morning routine, perfect for perking up those grueling early hours. It's a must-have for D&amp;D fans and makes a great gift for the caffeine-fueled adventurer in your life. Personalized mugs are super popular gifts for friends and loved ones. This one changes color and will be the gift that keeps on giving. The heat-reactive surface reveals our Level 3 Exhaustion design once the mug gets warm. The ceramic cup will go back to its original black outside and white inside when it cools down. The C-shaped handle helps keep a sturdy grip. It comes in one size – 11oz (0.33l) – plenty for that big morning cup of coffee.</p>
<p>.: One size: 11oz (0.33 l)</p>
<p>.: Ceramic material with black exterior and white interior</p>
<p>.: Lead and BPA-free</p>
<p>.: Heat-reactive design</p>
<p>.: Glossy finish</p>
<p>.: NB! Hand wash recommended</p>
<p> </p>
<table id=""size-guide"" style=""min-width: 360px;"">
<thead>
<tr>
<th style=""padding: 10px;""> </th>
<th style=""color: #000000; font-weight: 500; text-align: left; font-size: 15px; padding: 10px;"">11oz</th>
</tr>
</thead>
<tbody>
<tr>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">Height, cm</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">9.60</td>
</tr>
<tr>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">Diameter, cm</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">8.20</td>
</tr>
<tr>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">Diameter (with handle), cm</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">12.10</td>
</tr>
</tbody>
</table>
<p> </p>",Printify,,Mug,"11 oz, 11oz, Ceramic, Coffee Mugs, Color changing mug, d&d gift, d&d mug, Drink, Drinks, dungeons and dragons, dungeons and dragons color changing mug, dungeons and dragons gift mug, Glossy, Home & Living, Magic Mug, Mugs",true,Size,11oz,,,,,33709038928385563720,100.017117585,,deny,printify,14.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/2350605717974763982_2048.jpg?v=1704440810,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/2350605717974763982_2048.jpg?v=1704440810,lb,,7.31,true,,,true,,,active
