id,title,description,availability,condition,price,link,image_link,brand,additional_image_link,google_product_category
88526123181126863691,Love Who You Want LGBTQ+ T-Shirt | Rainbow D20 Design | Pride ...,"Celebrate love and diversity with our ""Love Who You Want"" LGBTQ+ T-Shirt! This vibrant, pride-themed shirt features a rainbow-colored D20 design, symbolizing the beauty and power of love in all its forms. Perfect for gamers and allies alike, this tee is a stylish and meaningful way to show your support for the LGBTQ+ community and spread the message of love and acceptance.

Wear this shirt with pride at your next gaming session, pride event, or just as a daily reminder to love who you want!

The unisex soft-style t-shirt puts a new spin on casual comfort. Made from very soft materials, this tee is 100% cotton for solid colors. Heather colors and sports grey include polyester. The shoulders have twill tape for improved durability. There are no side seams. The collar is made with ribbed knitting to prevent curling damage.  

.: 100% ring-spun cotton (fiber content may vary for different colors)
.: Light fabric (4.5 oz/yd² (153 g/m²))
.: Eurofit
.: Tear-away label
.: Runs true to size",in stock,new,14.99 USD,http://tokyocc.etsy.com/listing/1460811884/love-who-you-want-lgbtq-t-shirt-rainbow,https://i.etsystatic.com/43129344/r/il/da6088/4924236097/il_fullxfull.4924236097_2sg1.jpg,TokyoCC,https://i.etsystatic.com/43129344/r/il/65c940/4875753784/il_fullxfull.4875753784_6ghd.jpg,Apparel & Accessories > Clothing > Shirts & Tops
52444880679975414037,Obligatory Cleric T-Shirt | Nurse/Lifeguard Style Logo | D4 Di...,"Embrace your role as the indispensable healer in your gaming group with our Obligatory Cleric T-Shirt! Featuring a unique nurse/lifeguard style logo, this shirt is perfect for all the dedicated clerics out there. The design includes the text ""I cast Healing Word"" and a hospital cross with a heart and wings in the middle, along with two D4 dice to represent your in-game healing abilities.

This t-shirt is perfect for casual wear or your next gaming session. Show off your cleric pride and let everyone know that you're always ready to save the day, one healing spell at a time!

The unisex soft-style t-shirt puts a new spin on casual comfort. Made from very soft materials, this tee is 100% cotton for solid colors. Heather colors and sports grey include polyester. The shoulders have twill tape for improved durability. There are no side seams. The collar is made with ribbed knitting to prevent curling damage.  

.: 100% ring-spun cotton (fiber content may vary for different colors)
.: Light fabric (4.5 oz/yd² (153 g/m²))
.: Eurofit
.: Tear-away label
.: Runs true to size",in stock,new,14.99 USD,http://tokyocc.etsy.com/listing/1460798056/obligatory-cleric-t-shirt-nurselifeguard,https://i.etsystatic.com/43129344/r/il/32e808/4875967836/il_fullxfull.4875967836_m13w.jpg,TokyoCC,https://i.etsystatic.com/43129344/r/il/fadd66/4875968634/il_fullxfull.4875968634_nrac.jpg,Apparel & Accessories > Clothing > Shirts & Tops
32435886157670684745,Shiba Inu Astronaut Sticker | Cute Space Dog Vinyl Decal | Lap...,"Bring a touch of celestial charm to your everyday life with our adorable Shiba Inu astronaut sticker! This vinyl decal features a cute Shiba Inu dressed as an astronaut, ready to embark on a space adventure. Made with high-quality vinyl material, our sticker is perfect for personalizing your laptop, water bottle, or any other smooth surface. A must-have for Shiba lovers and space enthusiasts alike, this sticker will delight and inspire you to reach for the stars!

Available in 4 sizes and in either white or transparent options, this charming decal is sure to bring some whimsy and charm to your gaming setup.

Note: This sticker is for indoor use only and is not waterproof.

.: Material: 100% vinyl with 3M glue
.: Comes in 4 sizes
.: White or transparent
.: Grey adhesive left side for white stickers
.: For indoor use (not waterproof)",in stock,new,1.99 USD,http://tokyocc.etsy.com/listing/1458977980/shiba-inu-astronaut-sticker-cute-space,https://i.etsystatic.com/43129344/r/il/ff45de/4867751734/il_fullxfull.4867751734_490y.jpg,TokyoCC,https://i.etsystatic.com/43129344/r/il/41c70b/4867736876/il_fullxfull.4867736876_3big.jpg,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Embellishments & Trims > Decorative Stickers
12158196089095117926,Cats Playing Dungeons And Dragons Sticker | Cute D&D Cat Vinyl...,"Embrace your love for cats and D&D with our adorable Cats Playing Dungeons & Dragons sticker! This vinyl decal showcases a whimsical design of cats dressed as wizards and warriors, engaged in an epic tabletop gaming session. Made with high-quality vinyl material, our sticker is perfect for personalizing your laptop, water bottle, or any other smooth surface. A must-have for cat lovers and gamers alike, this sticker will bring a touch of feline charm to your everyday life. Level up your style and let your inner cat-venturer shine!

Available in 4 sizes and in either white or transparent options, this charming decal is sure to bring some whimsy and charm to your gaming setup.

Note: This sticker is for indoor use only and is not waterproof.

.: Material: 100% vinyl with 3M glue
.: Comes in 4 sizes
.: White or transparent
.: Grey adhesive left side for white stickers
.: For indoor use (not waterproof)",in stock,new,1.99 USD,http://tokyocc.etsy.com/listing/1458971990/cats-playing-dungeons-and-dragons,https://i.etsystatic.com/43129344/r/il/da3729/4915986057/il_fullxfull.4915986057_er6u.jpg,TokyoCC,https://i.etsystatic.com/43129344/r/il/7c5e4c/4867709894/il_fullxfull.4867709894_q91o.jpg,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Embellishments & Trims > Decorative Stickers
87009619684865109998,Shiba Serenity Clipboard | Beach & Sakura Scene | Uplifting Of...,"Discover tranquility with our Shiba Serenity clipboard, featuring a heartwarming illustration of a white Shiba Inu enjoying a peaceful beach day surrounded by beautiful sakura blossoms. This charming clipboard is perfect for keeping your important notes, documents, or projects organized while adding a touch of inspiration to your daily routine. Ideal as a thoughtful gift for dog lovers, this unique clipboard is both functional and stylish. Elevate your office or workspace with the calming essence of Shiba Serenity.

.: Fiberboard base
.: Built-in pull-out hook
.: One size: 9'' × 12.5 ” (22.86 cm × 31.75 cm)",in stock,new,44.99 USD,http://tokyocc.etsy.com/listing/1458951134/shiba-serenity-clipboard-beach-sakura,https://i.etsystatic.com/43129344/r/il/93184f/4867614446/il_fullxfull.4867614446_efs1.jpg,TokyoCC,https://i.etsystatic.com/43129344/r/il/64368f/4867619556/il_fullxfull.4867619556_hdlh.jpg,Arts & Entertainment > Hobbies & Creative Arts > Artwork
12408303933827131175,Double-Sided Tiefling Girl Clipboard | Dungeons & Dragons Insp...,"Add some magic to your everyday tasks with our unique double-sided Tiefling Girl clipboard, inspired by the world of Dungeons & Dragons. Each side features a different Tiefling girl illustration, showcasing their enchanting personalities. This durable and eye-catching clipboard is perfect for keeping your notes, documents, or game sheets organized, making it a great gift for DnD fans and fantasy lovers alike. Don't miss out on our 10% off sale, and enjoy a touch of whimsy with every use!

.: Fiberboard base
.: Built-in pull-out hook
.: One size: 9'' × 12.5 ” (22.86 cm × 31.75 cm)",in stock,new,44.99 USD,http://tokyocc.etsy.com/listing/1458721406/double-sided-tiefling-girl-clipboard,https://i.etsystatic.com/43129344/r/il/308b0e/4914811295/il_fullxfull.4914811295_ouwi.jpg,TokyoCC,https://i.etsystatic.com/43129344/r/il/721962/4914811763/il_fullxfull.4914811763_1j1x.jpg,
19174375320881878079,Elevate Your Dungeons and Dragons Style with this Ranger's Gro...,"Immerse yourself in the fantasy world of Dungeons and Dragons with our magical Ranger's Grotto D20 Unisex Tee. This shirt features a unique and creative design of a D20 die in a watercolor style with a ranger's grotto background, perfect for fans of the game or those who love fantasy art. Made with premium materials and a comfortable fit, this tee is perfect for any occasion, from casual outings to gaming sessions. Get ready to embark on a magical adventure with this Ranger's Grotto D20 Shirt.

This classic unisex jersey short sleeve tee fits like a well-loved favorite. Soft cotton and quality print make users fall in love with it over and over again. These t-shirts have-ribbed knit collars to bolster shaping. The shoulders have taping for better fit over time. Dual side seams hold the garment's shape for longer. 
.: 100% Airlume combed and ringspun cotton (fiber content may vary for different colors)
.: Light fabric (4.2 oz/yd² (142 g/m²))
.: Retail fit
.: Tear away label
.: Runs true to size",in stock,new,21.99 USD,http://tokyocc.etsy.com/listing/1456969372/elevate-your-dungeons-and-dragons-style,https://i.etsystatic.com/43129344/r/il/403ebf/4935939198/il_fullxfull.4935939198_oubi.jpg,TokyoCC,https://i.etsystatic.com/43129344/r/il/6fee7f/4907863631/il_fullxfull.4907863631_ih8e.jpg,Apparel & Accessories > Clothing > Shirts & Tops
58923719074611075426,Crazy Gnarl's Rainy Day Tea Puzzle | Blue Goblin Jigsaw Game |...,"Immerse yourself in a whimsical fantasy world with our 'Crazy Gnarl's Rainy Day Tea Puzzle'! This 500-piece puzzle showcases a close-up of Crazy Gnarl, a blue goblin with a contagious smile, savoring his tea on a rainy day. The vivid colors, intricate details, and Gnarl's infectious enthusiasm turn this puzzle into a delightful challenge for D&D enthusiasts, puzzle lovers, and anyone who appreciates a good cup of tea. Assemble this charming puzzle and share a rainy day tea-time with Crazy Gnarl!

Puzzles, aside from an awesome bar name, are also the perfect downtime activity for friends & family. This jigsaw puzzle is made with high-quality chipboard pieces and ships in a gift-ready box which also features the design for extra presentation points.
.: High-quality chipboard pieces with vibrant sublimated print
.: Recommended for ages 9 years and older
.: Packaged in a gift-ready paper box
.: Glossy finish",in stock,new,29.99 USD,http://tokyocc.etsy.com/listing/1490282623/crazy-gnarls-rainy-day-tea-puzzle-blue,https://i.etsystatic.com/43129344/r/il/7c94dc/4942670068/il_fullxfull.4942670068_b8h9.jpg,TokyoCC,https://i.etsystatic.com/43129344/r/il/2fb46d/4990935897/il_fullxfull.4990935897_mqy2.jpg,"Apparel & Accessories > Handbags, Wallets & Cases"
12313370185482528144,Level 3 Exhaustion Coffee House Tee | D&D Inspired Casual Wear...,"Embrace the grind with our 'Level 3 Exhaustion Coffee House' tee. This D&D inspired shirt humorously captures the spirit of a true adventurer... or any coffee lover battling their daily tasks. Made from soft, breathable fabric, this tee offers optimum comfort for everyday wear, be it at home, at a game night, or even at your favorite coffee house. Add a pinch of fantasy humor to your wardrobe with this unique tee!

The unisex soft-style t-shirt puts a new spin on casual comfort. Made from very soft materials, this tee is 100% cotton for solid colors. Heather colors and sports grey include polyester. The shoulders have twill tape for improved durability. There are no side seams. The collar is made with ribbed knitting to prevent curling damage. 
.: 100% ring-spun cotton (fiber content may vary for different colors)
.: Light fabric (4.5 oz/yd² (153 g/m²))
.: Eurofit
.: Tear-away label
.: Runs true to size",in stock,new,14.99 USD,http://tokyocc.etsy.com/listing/1476287596/level-3-exhaustion-coffee-house-tee-dd,https://i.etsystatic.com/43129344/r/il/9f9cce/4963391810/il_fullxfull.4963391810_soon.jpg,TokyoCC,https://i.etsystatic.com/43129344/r/il/1a6c5e/4963382188/il_fullxfull.4963382188_dvtj.jpg,Apparel & Accessories > Clothing > Shirts & Tops
18375577061078437406,Gus the Goblin Chai Tea Tavern Puzzle | D&D Inspired Tabletop ...,"Immerse yourself in a whimsical fantasy scene with our 'Gus the Goblin Chai Tea Tavern Puzzle'! This 500-piece puzzle features a charming illustration of Gus, a lovable goblin, savoring his chai tea in the heart of a bustling tavern. An excellent gift for D&D enthusiasts, puzzle lovers, and fantasy art fans alike. Spend your downtime assembling this beautiful, intricate puzzle and bring Gus's story to life!

Puzzles, aside from an awesome bar name, are also the perfect downtime activity for friends & family. This jigsaw puzzle is made with high-quality chipboard pieces and ships in a gift-ready box which also features the design for extra presentation points.
.: High-quality chipboard pieces with vibrant sublimated print
.: Recommended for ages 9 years and older
.: Packaged in a gift-ready paper box
.: Glossy finish",in stock,new,29.99 USD,http://tokyocc.etsy.com/listing/1476088212/gus-the-goblin-chai-tea-tavern-puzzle-dd,https://i.etsystatic.com/43129344/r/il/7a830a/4990918047/il_fullxfull.4990918047_a4va.jpg,TokyoCC,https://i.etsystatic.com/43129344/r/il/0749a7/4942654620/il_fullxfull.4942654620_osfw.jpg,Arts & Entertainment > Hobbies & Creative Arts > Artwork
27501016024555356610,I'd Rather Be Playing D&D Sticker | Dungeons and Dragons Decal...,"Express your passion for Dungeons and Dragons with our I'd Rather Be Playing D&D Sticker! This fun decal is perfect for showing off your love for tabletop RPGs and adding a touch of personality to your gaming setup.

Made from 100% vinyl with 3M glue, this sticker is available in 4 sizes and in either white or transparent options. Note: This sticker is for indoor use only and is not waterproof.

Ideal for decorating laptops, notebooks, gaming consoles, and more, this I'd Rather Be Playing D&D Sticker makes a great gift for fellow D&D fans and gamers alike!

***This sticker is for indoor use only and is not waterproof.

.: Material: 100% vinyl with 3M glue
.: Comes in 4 sizes
.: White or transparent
.: Grey adhesive left side for white stickers
.: For indoor use (not waterproof)",in stock,new,1.99 USD,http://tokyocc.etsy.com/listing/1475277941/id-rather-be-playing-dd-sticker-dungeons,https://i.etsystatic.com/43129344/r/il/89ba69/4877062352/il_fullxfull.4877062352_oe6i.jpg,TokyoCC,https://i.etsystatic.com/43129344/r/il/7fa3ed/4925283209/il_fullxfull.4925283209_kl4u.jpg,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Embellishments & Trims > Decorative Stickers
18333739666738541919,Floral Rainbow D20 Pride T-Shirt | LGBTQ+ Pride Dice Design | ...,"Embrace love and diversity with our Floral Rainbow D20 Pride T-Shirt! This beautifully designed shirt features a solid rainbow D20 with a stunning floral pattern, and the word ""Pride"" at the center of the dice. Perfect for gamers and allies alike, this tee is a stylish and meaningful way to show your support for the LGBTQ+ community and celebrate love in all its forms.

Wear this shirt with pride at your next gaming session, pride event, or just as a daily reminder to love and accept everyone.

The unisex soft-style t-shirt puts a new spin on casual comfort. Made from very soft materials, this tee is 100% cotton for solid colors. Heather colors and sports grey include polyester. The shoulders have twill tape for improved durability. There are no side seams. The collar is made with ribbed knitting to prevent curling damage.  

.: 100% ring-spun cotton (fiber content may vary for different colors)
.: Light fabric (4.5 oz/yd² (153 g/m²))
.: Eurofit
.: Tear-away label
.: Runs true to size",in stock,new,14.99 USD,http://tokyocc.etsy.com/listing/1475014315/floral-rainbow-d20-pride-t-shirt-lgbtq,https://i.etsystatic.com/43129344/r/il/1985a0/4875970436/il_fullxfull.4875970436_c2c1.jpg,TokyoCC,https://i.etsystatic.com/43129344/r/il/f94991/4924068765/il_fullxfull.4924068765_kmka.jpg,Apparel & Accessories > Clothing > Shirts & Tops
